Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1714148548,17,,Aggregated,4.200000,0.000000,13,17,21,24,29,30,31,33,33,33,33,62,0,11,14.008989516432555,1.2530870008049533,33.236880000913516,77.90322580645162
1714148549,18,,Aggregated,4.600000,0.000000,11,17,21,25,29,30,33,33,33,33,33,69,0,11,14.02436513065671,1.2530870008049533,33.236880000913516,77.8695652173913
1714148550,19,,Aggregated,4.700000,0.000000,11,17,21,25,29,30,33,33,33,33,33,73,0,11,14.032729781021073,1.2530870008049533,33.236880000913516,77.9041095890411
1714148551,20,,Aggregated,5.100000,0.000000,14,17,20,24,29,30,33,33,33,33,33,81,0,14,14.145165950869767,1.2530870008049533,33.236880000913516,77.95061728395062
1714148552,21,,Aggregated,5.000000,0.000000,16,17,21,24,29,30,33,33,33,33,33,87,0,16,14.275630264589497,1.2530870008049533,33.236880000913516,77.93103448275862
1714148553,22,,Aggregated,5.500000,0.000000,16,17,21,25,29,30,33,33,33,33,33,95,0,16,14.513495821225469,1.2530870008049533,33.236880000913516,77.94736842105263
1714148554,23,,Aggregated,5.600000,0.000000,16,17,21,24,29,29,31,33,33,33,33,101,0,16,14.391373069505933,1.2530870008049533,33.236880000913516,77.94059405940594
1714148555,24,,Aggregated,5.700000,0.000000,16,19,24,26,29,30,31,33,33,33,33,112,0,16,14.884691303872646,1.2530870008049533,33.236880000913516,77.95535714285714
1714148556,25,,Aggregated,6.100000,0.000000,16,18,23,25,29,30,33,33,38,38,38,122,0,16,14.670637705182985,1.2530870008049533,38.249321001785574,77.93442622950819
1714148557,26,,Aggregated,6.800000,0.000000,16,19,23,25,29,30,33,33,38,38,38,134,0,16,14.800971656890695,1.2530870008049533,38.249321001785574,77.92537313432835
1714148558,27,,Aggregated,6.800000,0.000000,16,19,23,25,29,30,33,33,38,38,38,141,0,16,14.776549716538904,1.2530870008049533,38.249321001785574,77.92198581560284
1714148559,28,,Aggregated,7.500000,0.000000,16,19,24,26,29,30,33,38,45,45,45,151,0,16,15.131368390903177,1.1362929981260095,44.636891998379724,77.91390728476821
1714148560,29,,Aggregated,8.000000,0.000000,16,19,24,26,29,30,33,38,45,45,45,161,0,16,15.137364764131862,1.1362929981260095,44.636891998379724,77.90062111801242
1714148561,30,,Aggregated,7.900000,0.000000,16,19,24,26,29,30,33,38,45,45,45,173,0,16,14.937528474126859,1.1362929981260095,44.636891998379724,77.89017341040463
1714148562,31,,Aggregated,8.800000,0.000000,16,19,24,26,29,30,35,38,45,45,45,187,0,16,14.779559903874475,1.1362929981260095,44.636891998379724,77.88770053475936
1714148563,32,,Aggregated,9.300000,0.000000,16,19,25,26,29,30,35,38,45,45,45,193,0,16,14.893502601162396,1.1362929981260095,44.636891998379724,77.88601036269431
1714148564,33,,Aggregated,9.800000,0.000000,16,19,25,27,29,30,33,38,45,45,45,210,0,16,15.061110190591924,1.1362929981260095,44.636891998379724,77.89047619047619
1714148565,34,,Aggregated,9.700000,0.000000,16,19,25,27,29,30,33,38,45,45,45,224,0,16,15.024957897415854,1.1362929981260095,44.636891998379724,77.89732142857143
1714148566,35,,Aggregated,9.700000,0.000000,16,19,25,26,29,30,33,38,45,45,45,237,0,16,14.739291713156007,1.1362929981260095,44.636891998379724,77.8902953586498
1714148567,36,,Aggregated,11.100000,0.000000,16,19,25,26,29,30,33,38,45,45,45,251,0,16,14.926575526006777,1.1362929981260095,44.636891998379724,77.88844621513944
1714148568,37,,Aggregated,11.700000,0.000000,16,18,25,26,29,30,33,38,45,45,45,262,0,16,14.900205835994072,1.1362929981260095,44.636891998379724,77.88931297709924
1714148569,38,,Aggregated,11.700000,0.000000,16,18,24,26,29,30,33,38,45,45,45,273,0,16,14.706993293151047,1.1362929981260095,44.636891998379724,77.87179487179488
1714148570,39,,Aggregated,11.600000,0.000000,16,18,25,26,29,30,33,38,45,45,45,293,0,16,14.775957225348801,1.1362929981260095,44.636891998379724,77.86689419795222
1714148571,40,,Aggregated,12.200000,0.000000,16,18,25,26,29,30,32,35,45,45,45,305,0,16,14.733262455852351,0.9719200024846941,44.636891998379724,77.8655737704918
1714148572,41,,Aggregated,12.700000,0.000000,16,18,25,26,29,30,33,35,45,45,45,322,0,16,14.821183006353738,0.9719200024846941,44.636891998379724,77.87267080745342
1714148573,42,,Aggregated,13.100000,0.000000,16,19,25,27,29,30,33,35,45,45,45,337,0,16,14.931908466020072,0.9719200024846941,44.636891998379724,77.8545994065282
1714148574,43,,Aggregated,13.600000,0.000000,16,19,25,27,29,30,32,35,45,45,45,353,0,16,14.87663254122144,0.9719200024846941,44.636891998379724,77.86118980169972
1714148575,44,,Aggregated,14.300000,0.000000,16,19,25,26,29,30,33,35,45,45,45,369,0,16,14.710979783341388,0.9719200024846941,44.636891998379724,77.85636856368563
1714148576,45,,Aggregated,14.300000,0.000000,16,18,25,26,29,30,33,35,45,45,45,385,0,16,14.569146493640684,0.9719200024846941,44.636891998379724,77.85714285714286
1714148577,46,,Aggregated,14.700000,0.000000,15,18,24,26,29,30,32,33,45,45,45,401,0,15,14.39851323456403,0.9719200024846941,44.636891998379724,77.86783042394015
1714148578,47,,Aggregated,14.300000,0.000000,15,18,25,26,29,30,33,38,95,95,95,415,0,15,14.757769368825612,0.9719200024846941,94.82706899871118,77.86746987951807
1714148579,48,,Aggregated,14.800000,0.000000,15,18,25,27,29,30,33,38,95,95,95,435,0,15,14.812747811635651,0.829968001198722,94.82706899871118,77.86666666666666
1714148580,49,,Aggregated,15.700000,0.000000,15,18,25,26,29,30,33,38,95,95,95,451,0,15,14.869849328332085,0.829968001198722,94.82706899871118,77.86031042128603
1714148581,50,,Aggregated,15.900000,0.000000,16,19,25,27,29,30,33,38,95,95,95,468,0,15,14.959207252306644,0.829968001198722,94.82706899871118,77.8482905982906
1714148582,51,,Aggregated,15.900000,0.000000,15,19,25,27,29,30,33,38,95,95,95,485,0,15,14.836211602210149,0.829968001198722,94.82706899871118,77.84123711340206
1714148583,52,,Aggregated,15.900000,0.000000,15,19,25,27,29,30,33,35,95,95,95,505,0,15,14.95949519618926,0.829968001198722,94.82706899871118,77.83762376237624
1714148584,53,,Aggregated,16.200000,0.000000,15,19,25,27,29,30,33,35,95,95,95,521,0,15,14.8875997794131,0.829968001198722,94.82706899871118,77.83301343570058
1714148585,54,,Aggregated,16.500000,0.000000,15,18,25,27,29,30,33,35,95,95,95,538,0,15,14.784616141405692,0.829968001198722,94.82706899871118,77.82899628252788
1714148586,55,,Aggregated,16.500000,0.000000,15,18,25,27,29,30,33,38,95,95,95,551,0,15,14.808942256023146,0.829968001198722,94.82706899871118,77.82940108892922
1714148587,56,,Aggregated,16.200000,0.000000,15,18,25,27,29,30,33,38,95,95,95,575,0,15,14.851121871444933,0.829968001198722,94.82706899871118,77.83130434782609
1714148588,57,,Aggregated,16.700000,0.000000,15,19,25,27,29,30,33,38,95,95,95,593,0,15,15.010845023747725,0.829968001198722,94.82706899871118,77.83136593591905
1714148589,58,,Aggregated,17.200000,0.000000,15,19,25,27,29,30,33,38,95,95,95,607,0,15,14.955405491083997,0.829968001198722,94.82706899871118,77.82537067545304
1714148590,59,,Aggregated,17.500000,0.000000,15,19,25,27,29,30,33,38,95,95,95,626,0,15,14.95788978288289,0.829968001198722,94.82706899871118,77.82428115015975
1714148591,60,,Aggregated,17.600000,0.000000,15,19,25,27,29,30,33,38,95,95,95,650,0,15,14.958768877051906,0.829968001198722,94.82706899871118,77.81692307692308
1714148592,61,,Aggregated,17.600000,0.000000,15,18,25,27,29,30,33,38,95,95,95,669,0,15,14.923817949311994,0.829968001198722,94.82706899871118,77.82062780269058
1714148593,62,,Aggregated,17.900000,0.000000,15,18,25,27,29,30,35,38,95,95,95,688,0,15,14.83598556408884,0.829968001198722,94.82706899871118,77.81104651162791
1714148594,63,,Aggregated,18.500000,0.000000,14,18,24,27,29,30,35,38,95,95,95,715,0,14,14.784684190334275,0.829968001198722,94.82706899871118,77.8013986013986
1714148595,64,,Aggregated,18.000000,0.000000,14,18,24,26,29,30,35,38,95,95,95,733,0,14,14.747439005566337,0.790129997767508,94.82706899871118,77.79945429740792
1714148596,65,,Aggregated,19.200000,0.000000,15,18,24,26,29,30,33,38,95,95,95,751,0,15,14.725375793723202,0.790129997767508,94.82706899871118,77.8069241011984
1714148597,66,,Aggregated,19.700000,0.000000,15,18,24,26,29,30,35,38,95,95,95,775,0,15,14.74684445172428,0.790129997767508,94.82706899871118,77.80645161290323
1714148598,67,,Aggregated,19.600000,0.000000,14,18,24,26,29,30,35,38,95,95,95,798,0,14,14.66300056527326,0.790129997767508,94.82706899871118,77.80701754385964
1714148599,68,,Aggregated,20.300000,0.000000,15,18,24,26,29,30,33,38,95,95,95,817,0,15,14.701410728391895,0.790129997767508,94.82706899871118,77.81517747858017
1714148600,69,,Aggregated,20.200000,0.000000,14,18,24,26,29,30,33,38,95,95,95,840,0,14,14.679897492966294,0.790129997767508,94.82706899871118,77.81666666666666
1714148601,70,,Aggregated,20.500000,0.000000,15,18,24,26,29,30,33,38,95,95,95,863,0,15,14.697068967667409,0.790129997767508,94.82706899871118,77.8180764774044
1714148602,71,,Aggregated,20.900000,0.000000,14,18,24,26,29,30,35,38,95,95,95,891,0,14,14.599899675765814,0.790129997767508,94.82706899871118,77.81930415263749
1714148603,72,,Aggregated,21.400000,0.000000,14,18,24,26,29,30,35,38,95,95,95,916,0,14,14.578899278496552,0.790129997767508,94.82706899871118,77.81659388646288
1714148604,73,,Aggregated,21.500000,0.000000,14,18,24,26,29,30,35,39,95,95,95,941,0,14,14.593396440073537,0.790129997767508,94.82706899871118,77.81615302869288
1714148605,74,,Aggregated,22.900000,0.000000,14,18,24,26,29,30,35,39,95,95,95,965,0,14,14.629905842593871,0.790129997767508,94.82706899871118,77.81658031088082
1714148606,75,,Aggregated,22.600000,0.000000,14,18,24,26,29,30,35,39,95,95,95,994,0,14,14.5623151520102,0.790129997767508,94.82706899871118,77.81086519114689
1714148607,76,,Aggregated,23.100000,0.000000,14,18,24,26,29,30,35,38,81,95,95,1022,0,14,14.559518903235137,0.790129997767508,94.82706899871118,77.81017612524462
1714148608,77,,Aggregated,24.300000,0.000000,14,18,23,26,29,30,35,38,81,95,95,1041,0,14,14.531399423725812,0.790129997767508,94.82706899871118,77.81364073006725
1714148609,78,,Aggregated,24.100000,0.000000,13,18,24,26,29,30,35,38,81,95,95,1064,0,13,14.52083569464728,0.790129997767508,94.82706899871118,77.81296992481202
1714148610,79,,Aggregated,24.400000,0.000000,14,18,24,26,29,30,35,38,81,95,95,1102,0,14,14.532794315894447,0.790129997767508,94.82706899871118,77.81488203266788
1714148611,80,,Aggregated,24.800000,0.000000,14,18,24,26,29,30,35,38,81,95,95,1126,0,14,14.621822888192604,0.790129997767508,94.82706899871118,77.8152753108348
1714148612,81,,Aggregated,25.600000,0.000000,14,18,24,26,29,30,34,38,81,95,95,1156,0,14,14.627224334875551,0.790129997767508,94.82706899871118,77.8166089965398
1714148613,82,,Aggregated,26.600000,0.000000,14,18,24,26,29,30,34,38,81,95,95,1181,0,14,14.598496041597313,0.790129997767508,94.82706899871118,77.82133784928027
1714148614,83,,Aggregated,26.500000,0.000000,14,18,24,26,29,30,33,38,81,95,95,1209,0,14,14.608970975293989,0.790129997767508,94.82706899871118,77.8221670802316
1714148615,84,,Aggregated,26.700000,0.000000,14,18,24,26,29,30,33,38,81,95,95,1232,0,14,14.595370498490375,0.790129997767508,94.82706899871118,77.82792207792208
1714148616,85,,Aggregated,26.800000,0.000000,14,18,24,26,29,30,34,38,81,95,95,1274,0,14,14.619608585662162,0.790129997767508,94.82706899871118,77.82967032967034
1714148617,86,,Aggregated,26.700000,0.000000,14,18,24,26,29,30,33,38,81,95,95,1301,0,14,14.67356555352543,0.790129997767508,94.82706899871118,77.82628747117602
1714148618,87,,Aggregated,27.400000,0.000000,14,18,24,27,29,30,33,38,81,95,95,1328,0,14,14.677273981275782,0.790129997767508,94.82706899871118,77.82454819277109
1714148619,88,,Aggregated,27.700000,0.000000,14,19,24,27,29,30,33,38,81,95,95,1358,0,14,14.711414768880545,0.790129997767508,94.82706899871118,77.8240058910162
1714148620,89,,Aggregated,28.000000,0.000000,14,19,24,26,29,30,33,38,81,95,95,1388,0,14,14.659343856003101,0.790129997767508,94.82706899871118,77.82204610951008
1714148621,90,,Aggregated,28.800000,0.000000,14,19,24,26,29,30,33,38,81,95,95,1418,0,14,14.656539610808725,0.790129997767508,94.82706899871118,77.8194640338505
1714148622,91,,Aggregated,29.000000,0.000000,14,19,24,26,29,30,34,38,95,100,100,1451,0,14,14.758796825728325,0.790129997767508,101.57757200067863,77.81598897312199
1714148623,92,,Aggregated,28.900000,0.000000,14,19,24,26,29,30,34,38,95,100,100,1479,0,14,14.7500224409323,0.790129997767508,101.57757200067863,77.81203515889115
1714148624,93,,Aggregated,29.100000,0.000000,14,19,24,27,29,30,35,39,95,100,100,1514,0,14,14.795832049632322,0.790129997767508,101.57757200067863,77.8110964332893
1714148625,94,,Aggregated,29.500000,0.000000,14,19,24,27,29,30,35,39,95,100,100,1537,0,14,14.79031956288547,0.790129997767508,101.57757200067863,77.81327260897854
1714148626,95,,Aggregated,30.100000,0.000000,14,19,25,27,29,30,35,39,95,100,100,1583,0,14,14.803915146657175,0.790129997767508,101.57757200067863,77.80732785849652
1714148627,96,,Aggregated,30.800000,0.000000,14,19,24,27,29,30,35,38,95,100,100,1617,0,14,14.771444324150796,0.790129997767508,101.57757200067863,77.80581323438466
1714148628,97,,Aggregated,30.600000,0.000000,13,19,24,26,29,30,35,38,95,100,100,1641,0,13,14.728625742332566,0.790129997767508,101.57757200067863,77.80560633759903
1714148629,98,,Aggregated,31.200000,0.000000,14,19,24,26,29,30,34,38,95,100,100,1678,0,14,14.719915110940915,0.790129997767508,101.57757200067863,77.80274135876043
1714148630,99,,Aggregated,31.700000,0.000000,13,19,24,26,29,30,34,38,95,100,100,1709,0,13,14.70034577130776,0.790129997767508,101.57757200067863,77.80397893504974
1714148631,100,,Aggregated,32.000000,0.000000,14,19,24,26,29,30,35,38,95,100,100,1742,0,14,14.714427746935588,0.790129997767508,101.57757200067863,77.80137772675086
1714148632,100,,Aggregated,32.200000,0.000000,13,19,24,26,29,30,35,38,95,100,100,1768,0,13,14.675004030070085,0.790129997767508,101.57757200067863,77.80486425339366
1714148633,100,,Aggregated,32.100000,0.000000,13,19,24,26,29,30,34,38,95,100,100,1802,0,13,14.677715833053062,0.790129997767508,101.57757200067863,77.81076581576026
1714148634,100,,Aggregated,32.200000,0.000000,13,19,24,26,29,30,34,38,95,100,100,1832,0,13,14.652746163300947,0.790129997767508,101.57757200067863,77.81058951965065
1714148635,100,,Aggregated,32.300000,0.000000,13,19,24,26,29,30,34,38,95,100,100,1870,0,13,14.5974818808362,0.790129997767508,101.57757200067863,77.8139037433155
1714148636,100,,Aggregated,32.000000,0.000000,13,19,24,26,29,30,35,39,95,100,100,1901,0,13,14.70016321680923,0.790129997767508,101.57757200067863,77.81430825881115
1714148637,100,,Aggregated,32.400000,0.000000,13,19,24,26,29,30,35,39,95,100,100,1938,0,13,14.686465226607721,0.790129997767508,101.57757200067863,77.81475748194015
1714148638,100,,Aggregated,32.800000,0.000000,13,19,24,26,29,30,36,42,95,100,100,1964,0,13,14.778036026560704,0.790129997767508,101.57757200067863,77.81415478615071
1714148639,100,,Aggregated,32.400000,0.000000,13,19,24,26,29,30,36,42,95,100,100,2000,0,13,14.698628190073578,0.790129997767508,101.57757200067863,77.813
1714148640,100,,Aggregated,32.000000,0.000000,13,19,24,26,29,30,36,41,94,100,100,2031,0,13,14.67713137673464,0.790129997767508,101.57757200067863,77.81437715411127
1714148641,100,,Aggregated,32.400000,0.000000,13,19,24,26,29,30,35,41,94,100,100,2063,0,13,14.639596457178056,0.790129997767508,101.57757200067863,77.81386330586524
1714148642,100,,Aggregated,32.000000,0.000000,13,19,24,26,29,30,35,41,94,100,100,2097,0,13,14.631506404938342,0.790129997767508,101.57757200067863,77.81592751549833
1714148643,100,,Aggregated,32.100000,0.000000,13,19,24,26,29,30,35,40,94,100,100,2136,0,13,14.625914064216705,0.7279420024133287,101.57757200067863,77.8192883895131
1714148644,100,,Aggregated,32.400000,0.000000,13,19,24,26,29,30,35,40,94,100,100,2165,0,13,14.627331625017208,0.7279420024133287,101.57757200067863,77.81939953810624
1714148645,100,,Aggregated,32.400000,0.000000,13,19,24,26,29,30,35,40,94,100,100,2197,0,13,14.586848552194267,0.7279420024133287,101.57757200067863,77.82294037323624
1714148646,100,,Aggregated,33.200000,0.000000,13,18,24,26,29,30,35,40,94,100,100,2223,0,13,14.547202805750214,0.7279420024133287,101.57757200067863,77.82231219073324
1714148647,100,,Aggregated,33.100000,0.000000,13,19,24,26,29,30,35,40,94,100,100,2262,0,13,14.58214917425652,0.7279420024133287,101.57757200067863,77.82051282051282
1714148648,100,,Aggregated,32.200000,0.000000,13,19,24,26,29,30,35,40,94,100,100,2295,0,13,14.601377301162346,0.7279420024133287,101.57757200067863,77.81786492374728
1714148649,100,,Aggregated,31.800000,0.000000,13,19,24,26,29,30,35,40,94,100,100,2325,0,13,14.598134025880974,0.7279420024133287,101.57757200067863,77.81720430107526
1714148650,100,,Aggregated,33.200000,0.000000,13,19,24,26,29,30,36,40,94,100,100,2367,0,13,14.655180229057908,0.7279420024133287,101.57757200067863,77.82171525137305
1714148651,100,,Aggregated,32.100000,0.000000,13,19,24,26,29,30,36,40,94,100,100,2402,0,13,14.611961572509555,0.7279420024133287,101.57757200067863,77.81890091590341
1714148652,100,,Aggregated,33.000000,0.000000,13,19,24,26,29,30,36,40,94,100,100,2429,0,13,14.588295594966263,0.7279420024133287,101.57757200067863,77.81720872787155
1714148653,100,,Aggregated,33.500000,0.000000,13,19,24,26,29,30,35,40,94,100,100,2463,0,13,14.60317178975607,0.7279420024133287,101.57757200067863,77.81851400730817
1714148654,100,,Aggregated,33.500000,0.000000,13,19,24,26,29,30,35,40,94,100,100,2491,0,13,14.589078160247857,0.7279420024133287,101.57757200067863,77.82135688478523
1714148655,100,,Aggregated,33.200000,0.000000,13,19,24,26,29,30,36,41,94,100,100,2526,0,13,14.636601199997871,0.7279420024133287,101.57757200067863,77.82462391132225
1714148656,100,,Aggregated,32.500000,0.000000,13,19,24,26,29,30,36,41,94,100,100,2559,0,13,14.648752842981336,0.7279420024133287,101.57757200067863,77.82493161391169
1714148657,100,,Aggregated,32.500000,0.000000,13,19,24,26,29,30,36,41,94,100,100,2597,0,13,14.60160175132184,0.7279420024133287,101.57757200067863,77.82749326145553
1714148658,100,,Aggregated,33.000000,0.000000,13,19,24,26,29,30,36,41,94,100,100,2629,0,13,14.582638437878977,0.7279420024133287,101.57757200067863,77.82616964625333
1714148659,100,,Aggregated,33.800000,0.000000,13,19,24,26,29,30,36,41,94,100,100,2659,0,13,14.58725507641687,0.7279420024133287,101.57757200067863,77.82625047010154
1714148660,100,,Aggregated,32.800000,0.000000,13,19,24,26,29,30,36,41,94,100,100,2696,0,13,14.568014832785709,0.7279420024133287,101.57757200067863,77.82566765578635
1714148661,100,,Aggregated,33.700000,0.000000,13,19,24,26,29,31,36,41,94,100,100,2729,0,13,14.621572998970013,0.7279420024133287,101.57757200067863,77.82484426529865
1714148662,100,,Aggregated,32.800000,0.000000,13,19,24,26,29,30,36,41,94,100,100,2770,0,13,14.557771211623104,0.7279420024133287,101.57757200067863,77.82310469314079
1714148663,100,,Aggregated,32.600000,0.000000,13,19,24,26,29,30,36,41,94,100,100,2799,0,13,14.525008730688874,0.7279420024133287,101.57757200067863,77.8227938549482
1714148664,100,,Aggregated,33.200000,0.000000,13,19,24,26,29,31,36,41,94,100,100,2838,0,13,14.538888692105688,0.7279420024133287,101.57757200067863,77.81923890063425
1714148665,100,,Aggregated,34.300000,0.000000,13,19,24,26,29,30,36,41,94,100,100,2876,0,13,14.557509705564536,0.7279420024133287,101.57757200067863,77.82023643949931
1714148666,100,,Aggregated,34.000000,0.000000,13,19,24,26,29,30,36,40,94,100,100,2908,0,13,14.536747241820452,0.7279420024133287,101.57757200067863,77.82187070151306
1714148667,100,,Aggregated,34.100000,0.000000,13,19,24,26,29,31,36,41,94,100,100,2941,0,13,14.578230009593895,0.7279420024133287,101.57757200067863,77.82284937096226
1714148668,100,,Aggregated,35.000000,0.000000,13,19,24,26,29,31,36,41,94,100,100,2972,0,13,14.555251301887608,0.7279420024133287,101.57757200067863,77.82537012113055
1714148669,100,,Aggregated,33.600000,0.000000,13,19,24,26,29,31,36,40,85,100,100,3003,0,13,14.541610223510965,0.7279420024133287,101.57757200067863,77.82683982683983
1714148670,100,,Aggregated,34.600000,0.000000,13,19,24,26,29,31,37,42,85,100,100,3049,0,13,14.556344188654766,0.7279420024133287,101.57757200067863,77.82912430305018
1714148671,100,,Aggregated,34.400000,0.000000,13,19,24,26,29,31,37,42,85,100,100,3072,0,13,14.551096984114054,0.7279420024133287,101.57757200067863,77.82779947916667
1714148672,100,,Aggregated,35.100000,0.000000,13,19,24,26,29,31,37,42,85,100,100,3117,0,13,14.596046882003607,0.7279420024133287,101.57757200067863,77.8261148540263
1714148673,100,,Aggregated,34.700000,0.000000,13,19,24,26,29,31,37,42,85,100,100,3143,0,13,14.607497128288193,0.7279420024133287,101.57757200067863,77.82532612153993
1714148674,100,,Aggregated,35.000000,0.000000,13,19,24,26,29,31,37,42,85,100,100,3172,0,13,14.57716043701473,0.7279420024133287,101.57757200067863,77.8250315258512
1714148675,100,,Aggregated,34.100000,0.000000,13,19,24,26,29,31,37,41,85,100,100,3215,0,13,14.56223172822058,0.7279420024133287,101.57757200067863,77.82519440124416
1714148676,100,,Aggregated,34.300000,0.000000,13,19,24,26,29,31,37,42,85,100,100,3247,0,13,14.619013008078085,0.7279420024133287,101.57757200067863,77.82445334154605
1714148677,100,,Aggregated,34.400000,0.000000,13,19,24,26,29,31,37,42,85,100,100,3281,0,13,14.608488512411133,0.7279420024133287,101.57757200067863,77.82535812252362
1714148678,100,,Aggregated,33.500000,0.000000,13,19,24,26,29,31,37,42,85,100,100,3311,0,13,14.632367232322066,0.7279420024133287,101.57757200067863,77.82482633645424
1714148679,100,,Aggregated,35.200000,0.000000,13,19,24,26,29,31,37,42,85,100,100,3336,0,13,14.622849405642976,0.7279420024133287,101.57757200067863,77.82434052757793
1714148680,100,,Aggregated,33.700000,0.000000,13,19,24,26,29,31,37,42,85,100,100,3369,0,13,14.611085728177184,0.7279420024133287,101.57757200067863,77.82309290590679
1714148681,100,,Aggregated,33.700000,0.000000,13,19,24,26,29,31,37,41,85,100,100,3416,0,13,14.602763388527615,0.7279420024133287,101.57757200067863,77.82406323185012
1714148682,100,,Aggregated,33.400000,0.000000,13,19,24,26,29,31,37,41,85,100,100,3449,0,13,14.597507346824605,0.7279420024133287,101.57757200067863,77.82458683676428
1714148683,100,,Aggregated,33.900000,0.000000,13,19,24,26,29,31,37,41,85,100,100,3481,0,13,14.58230276363271,0.7279420024133287,101.57757200067863,77.82332663027866
1714148684,100,,Aggregated,33.000000,0.000000,13,19,24,26,29,31,36,41,85,100,100,3509,0,13,14.564500564033125,0.7279420024133287,101.57757200067863,77.82502137361071
1714148685,100,,Aggregated,33.700000,0.000000,13,19,24,26,29,31,37,42,85,100,100,3550,0,13,14.612760909913561,0.7279420024133287,101.57757200067863,77.8250704225352
1714148686,100,,Aggregated,33.200000,0.000000,13,19,24,26,29,31,37,42,85,100,100,3574,0,13,14.615666068883595,0.7279420024133287,101.57757200067863,77.82456631225517
1714148687,100,,Aggregated,33.300000,0.000000,13,19,24,26,29,31,37,42,85,100,100,3610,0,13,14.601109040222203,0.7279420024133287,101.57757200067863,77.82354570637119
1714148688,100,,Aggregated,32.900000,0.000000,13,19,24,26,29,31,37,42,85,100,100,3644,0,13,14.59520468090015,0.7279420024133287,101.57757200067863,77.82080131723382
1714148689,100,,Aggregated,32.200000,0.000000,13,19,24,26,29,31,37,42,85,100,100,3694,0,13,14.630130375530616,0.7279420024133287,101.57757200067863,77.82187330806714
1714148690,100,,Aggregated,33.200000,0.000000,13,19,24,26,29,31,37,42,85,100,100,3724,0,13,14.656939216489638,0.7279420024133287,101.57757200067863,77.8203544575725
1714148691,100,,Aggregated,34.900000,0.000000,13,19,24,26,29,31,37,42,85,100,100,3758,0,13,14.633554495265246,0.7279420024133287,101.57757200067863,77.82011708355508
